geo
TN413
Gradients 5 Thompson underway feed
RFC3339	Latitude Decimal format	Longitude Decimal format	TSG temperature	TSG conductivity	TSG salinity	PAR
time	float	float	float	float	float	float
NA	deg	deg	C	S/m	PSU	µE/m^2/s
time	lat	lon	temp	conductivity	salinity	par
2023-03-05T03:35:22Z	1.5552	179.9999	28.0642	5.65885	35.2050	2617.290
2023-03-05T03:36:23Z	1.5517	179.9999	28.0760	5.66019	35.2057	2552.235
2023-03-05T03:37:23Z	1.5482	179.9999	28.0896	5.66198	35.2080	2936.360
2023-03-05T03:38:23Z	1.5448	179.9999	28.0652	5.65967	35.2101	2840.561
2023-03-05T03:39:23Z	1.5413	179.9999	28.0628	5.65972	35.2122	3029.307
2023-03-05T03:40:23Z	1.5378	180.0000	28.0659	5.66034	35.2142	2835.609
2023-03-05T03:41:23Z	1.5344	180.0000	28.0869	5.66290	35.2165	1235.675
2023-03-05T03:42:23Z	1.5310	180.0000	28.0478	5.65860	35.2156	3020.342
2023-03-05T03:43:23Z	1.5276	-180.0000	28.0613	5.66051	35.2189	3017.698
2023-03-05T03:44:23Z	1.5241	-179.9999	28.0380	5.65839	35.2214	2998.779
2023-03-05T03:45:23Z	1.5208	-179.9999	28.0454	5.65912	35.2210	2612.134
2023-03-05T03:46:23Z	1.5178	-179.9999	28.0518	5.66015	35.2235	2391.997
2023-03-05T03:47:23Z	1.5153	-179.9999	28.0709	5.66236	35.2246	2681.033
2023-03-05T03:48:23Z	1.5129	180.0000	28.0420	5.65975	35.2279	1083.167
2023-03-05T03:49:23Z	1.5106	179.9998	28.0410	5.65977	35.2289	2954.241
2023-03-05T03:50:23Z	1.5084	179.9995	28.0500	5.66091	35.2301	2997.338
2023-03-05T03:51:23Z	1.5063	179.9993	28.0275	5.65839	35.2292	2938.011
2023-03-05T03:52:23Z	1.5042	179.9990	28.0177	5.65750	35.2303	2909.349
2023-03-05T03:53:24Z	1.5022	179.9988	28.0308	5.65909	35.2317	2886.589
2023-03-05T03:54:24Z	1.5005	179.9988	28.0480	5.66102	35.2324	1706.395
2023-03-05T03:55:25Z	1.4996	179.9992	28.0451	5.66099	35.2344	847.342
2023-03-05T03:56:25Z	1.4997	179.9995	28.0542	5.66211	35.2354	2802.746
2023-03-05T03:57:25Z	1.4999	179.9995	28.0621	5.66312	35.2366	2737.328
2023-03-05T03:58:25Z	1.5000	179.9995	28.0615	5.66290	35.2355	2649.455
2023-03-05T03:59:25Z	1.5001	179.9994	28.0619	5.66304	35.2362	813.955
2023-03-05T04:00:25Z	1.5003	179.9994	28.0479	5.66129	35.2344	2664.153
2023-03-05T04:01:25Z	1.5003	179.9994	28.0415	5.66058	35.2341	2652.608
2023-03-05T04:02:25Z	1.5003	179.9994	28.0409	5.66056	35.2345	2628.699
2023-03-05T04:03:25Z	1.5004	179.9994	28.0523	5.66187	35.2351	2619.931
2023-03-05T04:04:25Z	1.5004	179.9994	28.0504	5.66163	35.2348	2591.641
2023-03-05T04:05:25Z	1.5004	179.9994	28.0347	5.65977	35.2336	2590.859
2023-03-05T04:06:25Z	1.5005	179.9994	28.0404	5.66044	35.2340	2581.218
2023-03-05T04:07:25Z	1.5005	179.9994	28.0427	5.66051	35.2328	2561.565
2023-03-05T04:08:25Z	1.5005	179.9994	28.0462	5.66089	35.2328	2550.015
2023-03-05T04:09:25Z	1.5006	179.9994	28.0489	5.66121	35.2330	2517.045
2023-03-05T04:10:25Z	1.5006	179.9994	28.0521	5.66151	35.2328	2502.698
2023-03-05T04:11:25Z	1.5006	179.9994	28.0508	5.66146	35.2334	2512.713
2023-03-05T04:12:25Z	1.5007	179.9994	28.0505	5.66143	35.2334	2502.648
2023-03-05T04:13:25Z	1.5007	179.9994	28.0546	5.66170	35.2323	2374.960
2023-03-05T04:14:25Z	1.5007	179.9994	28.0540	5.66157	35.2318	2513.882
2023-03-05T04:15:25Z	1.5007	179.9994	28.0472	5.66102	35.2330	2505.313
2023-03-05T04:16:25Z	1.5008	179.9994	28.0487	5.66116	35.2329	2524.006
2023-03-05T04:17:25Z	1.5008	179.9994	28.0486	5.66119	35.2331	2531.436
2023-03-05T04:18:25Z	1.5008	179.9994	28.0474	5.66094	35.2323	1099.464
2023-03-05T04:19:25Z	1.5009	179.9995	28.0489	5.66111	35.2323	2488.660
2023-03-05T04:20:25Z	1.5009	179.9996	28.0518	5.66146	35.2326	1515.270
2023-03-05T04:21:25Z	1.5009	-180.0000	28.0515	5.66146	35.2329	2425.720
2023-03-05T04:22:25Z	1.5009	-179.9995	28.0420	5.66034	35.2321	2492.142
2023-03-05T04:23:25Z	1.5009	-179.9990	28.0358	5.65973	35.2325	2442.330
2023-03-05T04:24:25Z	1.5009	-179.9985	28.0372	5.65984	35.2321	2421.665
2023-03-05T04:25:25Z	1.5009	-179.9982	28.0331	5.65942	35.2323	2379.594
2023-03-05T04:26:25Z	1.5008	-179.9978	28.0274	5.65885	35.2325	2276.409
2023-03-05T04:27:26Z	1.5008	-179.9976	28.0156	5.65746	35.2317	2459.770
2023-03-05T04:28:26Z	1.5008	-179.9973	28.0205	5.65810	35.2325	946.520
2023-03-05T04:29:26Z	1.5009	-179.9971	28.0142	5.65728	35.2314	1515.524
2023-03-05T04:30:26Z	1.5008	-179.9968	28.0134	5.65725	35.2318	898.426
2023-03-05T04:31:26Z	1.5009	-179.9966	28.0050	5.65629	35.2314	1074.699
2023-03-05T04:32:26Z	1.5009	-179.9964	27.9964	5.65533	35.2310	2478.055
2023-03-05T04:33:27Z	1.5008	-179.9962	27.9980	5.65569	35.2323	2412.531
2023-03-05T04:34:27Z	1.5008	-179.9960	28.0066	5.65662	35.2325	2395.195
2023-03-05T04:35:27Z	1.5009	-179.9958	28.0052	5.65637	35.2318	2405.540
2023-03-05T04:36:27Z	1.5009	-179.9956	27.9980	5.65566	35.2322	2412.202
2023-03-05T04:37:27Z	1.5009	-179.9954	28.0016	5.65610	35.2325	2359.363
2023-03-05T04:38:27Z	1.5009	-179.9953	28.0019	5.65605	35.2320	2333.191
2023-03-05T04:39:27Z	1.5009	-179.9951	28.0031	5.65629	35.2328	2312.174
2023-03-05T04:40:27Z	1.5009	-179.9949	28.0049	5.65651	35.2330	2309.444
2023-03-05T04:41:27Z	1.5009	-179.9947	28.0055	5.65651	35.2325	2300.883
2023-03-05T04:42:27Z	1.5009	-179.9945	28.0046	5.65640	35.2324	2310.852
2023-03-05T04:43:27Z	1.5009	-179.9943	28.0054	5.65640	35.2319	2305.168
2023-03-05T04:44:27Z	1.5009	-179.9940	28.0037	5.65626	35.2321	2296.114
2023-03-05T04:45:27Z	1.5009	-179.9938	28.0090	5.65692	35.2328	2289.400
2023-03-05T04:46:27Z	1.5009	-179.9936	28.0195	5.65816	35.2336	2241.430
2023-03-05T04:47:27Z	1.5009	-179.9934	28.0174	5.65792	35.2336	2294.628
2023-03-05T04:48:28Z	1.5008	-179.9932	28.0194	5.65819	35.2339	2255.361
2023-03-05T04:49:28Z	1.5009	-179.9930	28.0207	5.65836	35.2342	940.166
2023-03-05T04:50:28Z	1.5009	-179.9928	28.0309	5.65940	35.2338	2266.238
2023-03-05T04:51:28Z	1.5009	-179.9926	28.0410	5.66048	35.2339	1994.077
2023-03-05T04:52:28Z	1.5009	-179.9924	28.0492	5.66143	35.2344	2178.935
2023-03-05T04:53:29Z	1.5009	-179.9922	28.0537	5.66192	35.2345	2134.119
2023-03-05T04:54:29Z	1.5009	-179.9920	28.0562	5.66212	35.2340	2154.167
2023-03-05T04:55:29Z	1.5009	-179.9918	28.0551	5.66206	35.2343	2132.967
2023-03-05T04:56:29Z	1.5009	-179.9916	28.0561	5.66212	35.2340	2099.309
2023-03-05T04:57:29Z	1.5009	-179.9914	28.0557	5.66214	35.2345	2044.517
2023-03-05T04:58:29Z	1.5009	-179.9913	28.0611	5.66264	35.2340	1992.561
2023-03-05T04:59:29Z	1.5009	-179.9910	28.0661	5.66328	35.2347	1977.874
2023-03-05T05:00:29Z	1.5009	-179.9908	28.0609	5.66266	35.2342	1933.222
2023-03-05T05:01:29Z	1.5009	-179.9906	28.0618	5.66268	35.2337	1910.286
2023-03-05T05:02:29Z	1.5009	-179.9904	28.0593	5.66251	35.2343	1895.606
2023-03-05T05:03:30Z	1.5009	-179.9902	28.0577	5.66214	35.2330	1895.597
2023-03-05T05:04:30Z	1.5009	-179.9900	28.0573	5.66215	35.2334	1877.759
2023-03-05T05:05:30Z	1.5009	-179.9898	28.0578	5.66219	35.2333	1857.164
2023-03-05T05:06:30Z	1.5009	-179.9895	28.0627	5.66264	35.2327	1837.971
2023-03-05T05:07:31Z	1.5009	-179.9893	28.0581	5.66211	35.2325	1862.126
2023-03-05T05:08:31Z	1.5009	-179.9891	28.0546	5.66168	35.2321	1852.887
2023-03-05T05:09:31Z	1.5009	-179.9889	28.0580	5.66219	35.2331	1853.934
2023-03-05T05:10:31Z	1.5009	-179.9886	28.0592	5.66230	35.2330	897.615
2023-03-05T05:11:31Z	1.5009	-179.9884	28.0564	5.66179	35.2315	1764.985
2023-03-05T05:12:31Z	1.5008	-179.9882	28.0552	5.66168	35.2316	1195.615
2023-03-05T05:13:31Z	1.5008	-179.9880	28.0538	5.66160	35.2321	760.312
2023-03-05T05:14:31Z	1.5008	-179.9877	28.0524	5.66124	35.2307	1615.708
2023-03-05T05:15:31Z	1.5008	-179.9875	28.0543	5.66151	35.2312	1003.806
2023-03-05T05:16:31Z	1.5008	-179.9873	28.0545	5.66146	35.2306	1044.870
2023-03-05T05:17:31Z	1.5008	-179.9871	28.0522	5.66108	35.2296	1155.851
2023-03-05T05:18:31Z	1.5008	-179.9869	28.0458	5.66037	35.2295	1482.704
2023-03-05T05:19:31Z	1.5008	-179.9867	28.0402	5.65970	35.2289	1399.344
2023-03-05T05:20:31Z	1.5008	-179.9865	28.0447	5.66009	35.2283	587.871
2023-03-05T05:21:31Z	1.5008	-179.9863	28.0428	5.65983	35.2279	544.043
2023-03-05T05:22:31Z	1.5008	-179.9862	28.0413	5.65970	35.2281	580.298
2023-03-05T05:23:31Z	1.5008	-179.9861	28.0375	5.65929	35.2281	668.843
2023-03-05T05:24:31Z	1.5008	-179.9860	28.0387	5.65937	35.2277	1398.186
2023-03-05T05:25:31Z	1.5008	-179.9860	28.0385	5.65931	35.2275	711.870
2023-03-05T05:26:31Z	1.5008	-179.9860	28.0399	5.65953	35.2280	599.811
2023-03-05T05:27:31Z	1.5008	-179.9860	28.0406	5.65956	35.2277	576.290
2023-03-05T05:28:31Z	1.5008	-179.9860	28.0413	5.65961	35.2275	519.162
2023-03-05T05:29:31Z	1.5008	-179.9860	28.0398	5.65942	35.2273	524.853
2023-03-05T05:30:31Z	1.5008	-179.9860	28.0368	5.65912	35.2274	508.330
2023-03-05T05:31:31Z	1.5008	-179.9860	28.0291	5.65839	35.2281	455.933
2023-03-05T05:32:31Z	1.5008	-179.9860	28.0280	5.65817	35.2274	434.519
2023-03-05T05:33:31Z	1.5008	-179.9860	28.0304	5.65852	35.2280	422.436
2023-03-05T05:34:32Z	1.5008	-179.9860	28.0332	5.65882	35.2280	394.680
2023-03-05T05:35:32Z	1.5008	-179.9860	28.0326	5.65868	35.2275	391.884
2023-03-05T05:36:32Z	1.5008	-179.9860	28.0300	5.65839	35.2274	383.948
2023-03-05T05:37:32Z	1.5008	-179.9860	28.0267	5.65810	35.2279	389.979
2023-03-05T05:38:32Z	1.5008	-179.9860	28.0260	5.65795	35.2273	377.917
2023-03-05T05:39:32Z	1.5008	-179.9860	28.0235	5.65776	35.2278	363.748
2023-03-05T05:40:33Z	1.5008	-179.9860	28.0228	5.65761	35.2273	338.661
2023-03-05T05:41:33Z	1.5008	-179.9860	28.0207	5.65742	35.2276	328.035
2023-03-05T05:42:33Z	1.5008	-179.9860	28.0201	5.65731	35.2272	324.437
2023-03-05T05:43:33Z	1.5008	-179.9860	28.0227	5.65758	35.2272	320.295
2023-03-05T05:44:33Z	1.5008	-179.9860	28.0219	5.65754	35.2275	310.920
2023-03-05T05:45:33Z	1.5008	-179.9860	28.0199	5.65727	35.2271	297.771
2023-03-05T05:46:33Z	1.5008	-179.9860	28.0188	5.65716	35.2271	277.939
2023-03-05T05:47:33Z	1.5008	-179.9860	28.0163	5.65684	35.2268	281.699
2023-03-05T05:48:33Z	1.5008	-179.9860	28.0128	5.65659	35.2276	277.944
2023-03-05T05:49:33Z	1.5008	-179.9860	28.0147	5.65654	35.2258	262.306
2023-03-05T05:50:33Z	1.5008	-179.9860	28.0138	5.65651	35.2263	247.080
2023-03-05T05:51:33Z	1.5008	-179.9860	28.0136	5.65640	35.2257	217.948
2023-03-05T05:52:33Z	1.5008	-179.9860	28.0142	5.65659	35.2266	202.848
2023-03-05T05:53:33Z	1.5008	-179.9860	28.0143	5.65656	35.2264	187.157
2023-03-05T05:54:33Z	1.5008	-179.9860	28.0149	5.65656	35.2259	173.094
2023-03-05T05:55:33Z	1.5008	-179.9860	28.0159	5.65665	35.2257	162.571
2023-03-05T05:56:33Z	1.5008	-179.9860	28.0132	5.65637	35.2258	154.852
2023-03-05T05:57:33Z	1.5008	-179.9860	28.0110	5.65618	35.2261	145.746
2023-03-05T05:58:33Z	1.5008	-179.9860	28.0080	5.65585	35.2260	137.842
2023-03-05T05:59:33Z	1.5008	-179.9860	28.0061	5.65561	35.2258	132.229
2023-03-05T06:00:33Z	1.5008	-179.9860	28.0035	5.65531	35.2257	124.000
2023-03-05T06:01:33Z	1.5008	-179.9860	28.0006	5.65512	35.2265	120.287
2023-03-05T06:02:33Z	1.5008	-179.9860	28.0002	5.65507	35.2264	113.794
2023-03-05T06:03:33Z	1.5008	-179.9860	28.0008	5.65508	35.2260	107.435
2023-03-05T06:04:33Z	1.5008	-179.9860	28.0009	5.65513	35.2263	99.778
2023-03-05T06:05:33Z	1.5008	-179.9855	28.0046	5.65566	35.2272	100.822
2023-03-05T06:06:33Z	1.5002	-179.9855	28.0108	5.65629	35.2270	95.665
2023-03-05T06:07:34Z	1.4992	-179.9857	28.0096	5.65615	35.2270	87.640
2023-03-05T06:08:34Z	1.4977	-179.9860	28.0079	5.65597	35.2269	81.352
2023-03-05T06:09:34Z	1.4957	-179.9861	28.0146	5.65681	35.2278	74.759
2023-03-05T06:10:34Z	1.4933	-179.9863	28.0233	5.65810	35.2304	67.750
2023-03-05T06:11:34Z	1.4906	-179.9865	28.0280	5.65885	35.2321	60.914
2023-03-05T06:12:34Z	1.4878	-179.9867	28.0190	5.65820	35.2343	54.673
2023-03-05T06:13:34Z	1.4849	-179.9869	27.9980	5.65599	35.2346	48.290
2023-03-05T06:14:34Z	1.4819	-179.9871	27.9811	5.65428	35.2351	42.613
2023-03-05T06:15:35Z	1.4788	-179.9873	27.9750	5.65379	35.2362	37.219
2023-03-05T06:16:35Z	1.4756	-179.9874	27.9756	5.65423	35.2388	33.386
2023-03-05T06:17:35Z	1.4724	-179.9877	28.0073	5.65788	35.2408	30.260
2023-03-05T06:18:35Z	1.4692	-179.9878	28.0102	5.65811	35.2402	26.510
2023-03-05T06:19:36Z	1.4658	-179.9880	28.0066	5.65827	35.2441	22.073
2023-03-05T06:20:36Z	1.4622	-179.9882	28.0036	5.65828	35.2464	18.228
2023-03-05T06:21:36Z	1.4587	-179.9883	27.9921	5.65742	35.2490	14.168
2023-03-05T06:22:36Z	1.4550	-179.9885	27.9774	5.65591	35.2494	10.330
2023-03-05T06:23:36Z	1.4515	-179.9886	27.9771	5.65626	35.2521	7.376
2023-03-05T06:24:36Z	1.4479	-179.9888	27.9756	5.65616	35.2525	4.995
2023-03-05T06:25:36Z	1.4443	-179.9889	27.9817	5.65689	35.2531	3.825
2023-03-05T06:26:36Z	1.4407	-179.9891	27.9916	5.65824	35.2551	2.951
2023-03-05T06:27:36Z	1.4371	-179.9892	27.9979	5.65907	35.2562	2.239
2023-03-05T06:28:36Z	1.4335	-179.9894	28.0055	5.66022	35.2586	1.814
2023-03-05T06:29:36Z	1.4299	-179.9896	27.9896	5.65885	35.2609	1.388
2023-03-05T06:30:36Z	1.4263	-179.9898	27.9809	5.65821	35.2629	1.075
2023-03-05T06:31:36Z	1.4227	-179.9899	27.9739	5.65750	35.2632	0.889
2023-03-05T06:32:36Z	1.4191	-179.9901	27.9625	5.65621	35.2626	0.717
2023-03-05T06:33:36Z	1.4154	-179.9902	27.9362	5.65360	35.2640	0.578
2023-03-05T06:34:36Z	1.4118	-179.9904	27.9201	5.65192	35.2642	0.489
2023-03-05T06:35:36Z	1.4082	-179.9905	27.9152	5.65159	35.2656	0.418
2023-03-05T06:36:36Z	1.4046	-179.9906	27.9113	5.65107	35.2649	0.350
2023-03-05T06:37:36Z	1.4011	-179.9908	27.9141	5.65146	35.2655	0.326
2023-03-05T06:38:36Z	1.3975	-179.9909	27.9051	5.65062	35.2664	0.287
2023-03-05T06:39:36Z	1.3940	-179.9910	27.9099	5.65121	35.2669	0.256
2023-03-05T06:40:36Z	1.3904	-179.9912	27.9129	5.65159	35.2674	0.243
2023-03-05T06:41:36Z	1.3868	-179.9914	27.9110	5.65162	35.2689	0.219
2023-03-05T06:42:36Z	1.3832	-179.9915	27.9100	5.65151	35.2689	0.204
2023-03-05T06:43:36Z	1.3796	-179.9916	27.9206	5.65306	35.2719	0.195
2023-03-05T06:44:36Z	1.3760	-179.9918	27.9306	5.65428	35.2730	0.187
2023-03-05T06:45:38Z	1.3723	-179.9919	27.9256	5.65377	35.2731	0.187
2023-03-05T06:46:38Z	1.3687	-179.9921	27.9129	5.65252	35.2739	0.180
2023-03-05T06:47:38Z	1.3651	-179.9922	27.8949	5.65048	35.2731	0.174
2023-03-05T06:48:38Z	1.3614	-179.9924	27.8787	5.64891	35.2741	0.181
2023-03-05T06:49:38Z	1.3578	-179.9925	27.8860	5.64991	35.2757	0.171
2023-03-05T06:50:38Z	1.3543	-179.9927	27.8913	5.65080	35.2779	0.165
2023-03-05T06:51:38Z	1.3507	-179.9928	27.8935	5.65115	35.2788	0.172
2023-03-05T06:52:38Z	1.3471	-179.9930	27.9137	5.65355	35.2805	0.167
2023-03-05T06:53:38Z	1.3435	-179.9932	27.9170	5.65409	35.2819	0.160
2023-03-05T06:54:38Z	1.3399	-179.9933	27.9124	5.65368	35.2824	0.161
2023-03-05T06:55:38Z	1.3363	-179.9934	27.9102	5.65341	35.2822	0.167
2023-03-05T06:56:38Z	1.3327	-179.9936	27.8919	5.65130	35.2810	0.170
2023-03-05T06:57:38Z	1.3291	-179.9937	27.8896	5.65124	35.2824	0.162
2023-03-05T06:58:38Z	1.3255	-179.9939	27.9048	5.65281	35.2821	0.167
2023-03-05T06:59:38Z	1.3220	-179.9940	27.8979	5.65209	35.2821	0.166
2023-03-05T07:00:38Z	1.3184	-179.9942	27.8959	5.65189	35.2822	0.163
2023-03-05T07:01:38Z	1.3147	-179.9943	27.9035	5.65271	35.2822	0.172
2023-03-05T07:02:38Z	1.3112	-179.9945	27.9025	5.65261	35.2823	0.162
2023-03-05T07:03:38Z	1.3076	-179.9946	27.8924	5.65168	35.2833	0.163
2023-03-05T07:04:39Z	1.3039	-179.9948	27.8877	5.65129	35.2841	0.162
2023-03-05T07:05:39Z	1.3004	-179.9949	27.8790	5.65051	35.2852	0.170
2023-03-05T07:06:39Z	1.2968	-179.9950	27.8896	5.65181	35.2864	0.166
2023-03-05T07:07:39Z	1.2933	-179.9951	27.9006	5.65335	35.2889	0.165
2023-03-05T07:08:39Z	1.2897	-179.9953	27.9053	5.65404	35.2902	0.160
2023-03-05T07:09:39Z	1.2861	-179.9954	27.9105	5.65450	35.2896	0.164
2023-03-05T07:10:39Z	1.2826	-179.9956	27.8869	5.65189	35.2890	0.164
2023-03-05T07:11:39Z	1.2790	-179.9957	27.9005	5.65360	35.2908	0.163
2023-03-05T07:12:40Z	1.2753	-179.9958	27.8999	5.65368	35.2918	0.166
2023-03-05T07:13:40Z	1.2718	-179.9960	27.9013	5.65382	35.2917	0.160
2023-03-05T07:14:40Z	1.2681	-179.9961	27.8839	5.65162	35.2893	0.156
2023-03-05T07:15:40Z	1.2645	-179.9963	27.8588	5.64907	35.2902	0.175
2023-03-05T07:16:40Z	1.2609	-179.9965	27.8625	5.64964	35.2914	0.160
2023-03-05T07:17:40Z	1.2574	-179.9966	27.8735	5.65072	35.2908	0.171
2023-03-05T07:18:40Z	1.2539	-179.9968	27.8681	5.65032	35.2920	0.166
2023-03-05T07:19:40Z	1.2503	-179.9969	27.8646	5.64970	35.2902	0.172
2023-03-05T07:20:40Z	1.2467	-179.9970	27.8575	5.64904	35.2910	0.163
2023-03-05T07:21:40Z	1.2432	-179.9972	27.8515	5.64827	35.2901	0.160
2023-03-05T07:22:40Z	1.2396	-179.9973	27.8636	5.64967	35.2908	0.169
2023-03-05T07:23:40Z	1.2360	-179.9975	27.8693	5.65044	35.2919	0.170
2023-03-05T07:24:40Z	1.2324	-179.9977	27.8577	5.64910	35.2912	0.169
2023-03-05T07:25:40Z	1.2289	-179.9978	27.8466	5.64791	35.2912	0.156
2023-03-05T07:26:40Z	1.2252	-179.9980	27.8508	5.64874	35.2939	0.163
2023-03-05T07:27:40Z	1.2216	-179.9981	27.8676	5.65035	35.2926	0.173
2023-03-05T07:28:40Z	1.2180	-179.9983	27.8527	5.64879	35.2929	0.171
2023-03-05T07:29:40Z	1.2144	-179.9985	27.8412	5.64750	35.2924	0.168
2023-03-05T07:30:40Z	1.2109	-179.9986	27.8676	5.65043	35.2931	0.160
2023-03-05T07:31:40Z	1.2073	-179.9988	27.8484	5.64836	35.2930	0.165
2023-03-05T07:32:40Z	1.2037	-179.9989	27.8278	5.64633	35.2942	0.162
2023-03-05T07:33:40Z	1.2001	-179.9991	27.8436	5.64802	35.2943	0.166
2023-03-05T07:34:40Z	1.1965	-179.9990	27.8476	5.64860	35.2953	0.167
2023-03-05T07:35:40Z	1.1929	-179.9991	27.8423	5.64796	35.2948	0.171
2023-03-05T07:36:41Z	1.1892	-179.9992	27.8286	5.64660	35.2955	0.170
2023-03-05T07:37:41Z	1.1856	-179.9992	27.8312	5.64690	35.2957	0.170
2023-03-05T07:38:41Z	1.1821	-179.9991	27.8361	5.64747	35.2960	0.170
2023-03-05T07:39:41Z	1.1785	-179.9991	27.8347	5.64739	35.2965	0.177
2023-03-05T07:40:41Z	1.1748	-179.9991	27.8322	5.64709	35.2962	0.168
2023-03-05T07:41:41Z	1.1712	-179.9990	27.8251	5.64646	35.2971	0.162
2023-03-05T07:42:41Z	1.1676	-179.9990	27.8330	5.64717	35.2962	0.159
2023-03-05T07:43:41Z	1.1640	-179.9990	27.8323	5.64712	35.2963	0.156
2023-03-05T07:44:41Z	1.1604	-179.9990	27.8299	5.64690	35.2966	0.148
2023-03-05T07:45:41Z	1.1568	-179.9989	27.8269	5.64671	35.2975	0.160
2023-03-05T07:46:41Z	1.1532	-179.9989	27.8412	5.64831	35.2981	0.160
2023-03-05T07:47:41Z	1.1496	-179.9989	27.8378	5.64814	35.2994	0.160
2023-03-05T07:48:41Z	1.1460	-179.9989	27.8266	5.64665	35.2974	0.159
2023-03-05T07:49:41Z	1.1424	-179.9988	27.8150	5.64557	35.2984	0.163
2023-03-05T07:50:41Z	1.1388	-179.9988	27.8150	5.64556	35.2984	0.159
2023-03-05T07:51:41Z	1.1352	-179.9988	27.8313	5.64739	35.2990	0.161
2023-03-05T07:52:41Z	1.1316	-179.9988	27.8376	5.64798	35.2985	0.160
2023-03-05T07:53:41Z	1.1280	-179.9987	27.8203	5.64603	35.2977	0.164
2023-03-05T07:54:41Z	1.1244	-179.9989	27.8064	5.64465	35.2984	0.173
2023-03-05T07:55:41Z	1.1208	-179.9989	27.8136	5.64549	35.2989	0.165
2023-03-05T07:56:41Z	1.1171	-179.9990	27.8081	5.64481	35.2983	0.189
2023-03-05T07:57:41Z	1.1135	-179.9991	27.7887	5.64297	35.2999	0.177
2023-03-05T07:58:41Z	1.1099	-179.9991	27.7871	5.64275	35.2995	0.178
2023-03-05T07:59:41Z	1.1063	-179.9992	27.7799	5.64205	35.3000	0.169
2023-03-05T08:00:41Z	1.1027	-179.9993	27.8197	5.64622	35.2995	0.172
2023-03-05T08:01:41Z	1.0991	-179.9994	27.8109	5.64531	35.2997	0.173
2023-03-05T08:02:41Z	1.0955	-179.9995	27.8108	5.64550	35.3011	0.173
2023-03-05T08:03:41Z	1.0919	-179.9996	27.7880	5.64291	35.3000	0.187
2023-03-05T08:04:41Z	1.0883	-179.9996	27.7918	5.64331	35.2999	0.175
2023-03-05T08:05:41Z	1.0847	-179.9996	27.8019	5.64440	35.3000	0.177
2023-03-05T08:06:41Z	1.0811	-179.9996	27.8129	5.64580	35.3017	0.173
2023-03-05T08:07:41Z	1.0774	-179.9996	27.8266	5.64726	35.3016	0.173
2023-03-05T08:08:41Z	1.0738	-179.9997	27.8264	5.64734	35.3023	0.174
2023-03-05T08:09:41Z	1.0701	-179.9997	27.8196	5.64663	35.3024	0.169
2023-03-05T08:10:41Z	1.0665	-179.9998	27.8294	5.64783	35.3036	0.184
2023-03-05T08:11:41Z	1.0629	-180.0000	27.8193	5.64671	35.3033	0.180
2023-03-05T08:12:41Z	1.0592	179.9999	27.8072	5.64543	35.3034	0.179
2023-03-05T08:13:41Z	1.0556	179.9998	27.7999	5.64457	35.3028	0.178
2023-03-05T08:14:41Z	1.0520	179.9995	27.7982	5.64459	35.3042	0.171
2023-03-05T08:15:41Z	1.0484	179.9995	27.7909	5.64372	35.3035	0.175
2023-03-05T08:16:41Z	1.0447	179.9994	27.7938	5.64416	35.3044	0.178
2023-03-05T08:17:41Z	1.0411	179.9993	27.7916	5.64383	35.3038	0.173
2023-03-05T08:18:41Z	1.0374	179.9992	27.7932	5.64419	35.3051	0.178
2023-03-05T08:19:41Z	1.0338	179.9991	27.7871	5.64348	35.3047	0.178
2023-03-05T08:20:41Z	1.0301	179.9991	27.7841	5.64319	35.3049	0.177
2023-03-05T08:21:41Z	1.0265	179.9991	27.7661	5.64114	35.3040	0.177
2023-03-05T08:22:41Z	1.0229	179.9991	27.7552	5.63997	35.3039	0.177
2023-03-05T08:23:41Z	1.0192	179.9991	27.7539	5.63980	35.3037	0.192
2023-03-05T08:24:41Z	1.0155	179.9991	27.7556	5.64004	35.3041	0.178
2023-03-05T08:25:41Z	1.0123	179.9990	27.7603	5.64051	35.3040	0.178
2023-03-05T08:26:41Z	1.0098	179.9992	27.7493	5.63947	35.3049	0.176
2023-03-05T08:27:41Z	1.0078	179.9991	27.7683	5.64161	35.3056	0.177
2023-03-05T08:28:41Z	1.0062	179.9988	27.7623	5.64084	35.3048	0.181
2023-03-05T08:29:41Z	1.0048	179.9987	27.7795	5.64297	35.3068	0.173
2023-03-05T08:30:42Z	1.0035	179.9987	27.7816	5.64310	35.3061	0.177
2023-03-05T08:31:42Z	1.0021	179.9985	27.7772	5.64262	35.3061	0.170
2023-03-05T08:32:42Z	1.0008	179.9982	27.7658	5.64136	35.3058	0.165
2023-03-05T08:33:42Z	0.9997	179.9987	27.7622	5.64101	35.3060	0.180
2023-03-05T08:34:42Z	0.9995	179.9995	27.7706	5.64205	35.3070	0.180
2023-03-05T08:35:42Z	0.9993	180.0000	27.7741	5.64232	35.3063	0.173
2023-03-05T08:36:42Z	0.9991	-179.9998	27.7747	5.64251	35.3072	0.181
2023-03-05T08:37:42Z	0.9990	-179.9998	27.7740	5.64224	35.3058	0.169
2023-03-05T08:38:43Z	0.9989	-179.9998	27.7717	5.64197	35.3056	0.168
2023-03-05T08:39:43Z	0.9989	-179.9998	27.7690	5.64164	35.3053	0.183
2023-03-05T08:40:43Z	0.9989	-179.9998	27.7693	5.64169	35.3055	0.171
2023-03-05T08:41:43Z	0.9989	-179.9998	27.7661	5.64145	35.3062	0.181
